title mz rt ions peptides
23062 qExactive01819.1224.1224.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1224%22 435.869812011719 5.462608 0 398
23063 qExactive01819.1224.1224.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1224%22 435.869812011719 5.462608 1 1
23077 qExactive01819.1112.1112.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1112%22 533.191162109375 5.0056975 0 4
23249 qExactive01819.2612.2612.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2612%22 430.888275146484 12.047528 0 905
23250 qExactive01819.2612.2612.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2612%22 430.888275146484 12.047528 1 10
23251 qExactive01819.1521.1521.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1521%22 442.970092773438 6.6374183 0 741
23252 qExactive01819.1521.1521.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1521%22 442.970092773438 6.6374183 1 61
23253 qExactive01819.1521.1521.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1521%22 442.970092773438 6.6374183 2 5
23308 qExactive01819.879.879.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D879%22 428.891387939453 4.0536461 0 771
23309 qExactive01819.879.879.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D879%22 428.891387939453 4.0536461 1 11
23315 qExactive01819.1621.1621.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1621%22 444.826080322266 7.0291008 0 2
23323 qExactive01819.1423.1423.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1423%22 431.891357421875 6.2518792 0 974
23324 qExactive01819.1423.1423.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1423%22 431.891357421875 6.2518792 1 2
23325 qExactive01819.616.616.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D616%22 430.887939453125 2.9301153 0 908
23326 qExactive01819.616.616.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D616%22 430.887939453125 2.9301153 1 11
23559 qExactive01819.1322.1322.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1322%22 425.943389892578 5.8521971 0 280
23560 qExactive01819.1322.1322.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1322%22 425.943389892578 5.8521971 1 2
23610 qExactive01819.307.307.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D307%22 430.887817382813 1.4920014 0 913
23611 qExactive01819.307.307.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D307%22 430.887817382813 1.4920014 1 14
23612 qExactive01819.307.307.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D307%22 430.887817382813 1.4920014 2 1
23672 qExactive01819.1193.1193.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1193%22 373.894561767578 5.3360747 0 370
23701 qExactive01819.2284.2284.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2284%22 432.88525390625 10.407058 0 586
23702 qExactive01819.2284.2284.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2284%22 432.88525390625 10.407058 1 62
23727 qExactive01819.775.775.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D775%22 371.91162109375 3.617515 0 235
23728 qExactive01819.775.775.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D775%22 371.91162109375 3.617515 1 32
23729 qExactive01819.775.775.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D775%22 371.91162109375 3.617515 2 4
23730 qExactive01819.1190.1190.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1190%22 366.988555908203 5.3252755 0 23
23731 qExactive01819.1190.1190.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1190%22 366.988555908203 5.3252755 1 5
23766 qExactive01819.379.379.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D379%22 311.944793701172 1.8237202 0 267
23767 qExactive01819.379.379.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D379%22 311.944793701172 1.8237202 1 1
24143 qExactive01819.1392.1392.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1392%22 435.869873046875 6.1287536 0 392
24144 qExactive01819.1392.1392.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1392%22 435.869873046875 6.1287536 1 1
24486 qExactive01819.1591.1591.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1591%22 358.888763427734 6.9111043 0 296
24487 qExactive01819.1591.1591.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1591%22 358.888763427734 6.9111043 1 16
24488 qExactive01819.1591.1591.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1591%22 358.888763427734 6.9111043 2 1
24620 qExactive01819.2113.2113.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2113%22 432.885223388672 9.5303486 0 666
24651 qExactive01819.1128.1128.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1128%22 432.87451171875 5.0739294 0 530
24901 qExactive01819.499.499.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D499%22 444.950134277344 2.3826641 0 221
24902 qExactive01819.499.499.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D499%22 444.950134277344 2.3826641 1 69
24903 qExactive01819.499.499.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D499%22 444.950134277344 2.3826641 2 13
24904 qExactive01819.499.499.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D499%22 444.950134277344 2.3826641 3 1
25019 qExactive01819.1196.1196.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1196%22 358.888763427734 5.3488985 0 289
25020 qExactive01819.1196.1196.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1196%22 358.888763427734 5.3488985 1 23
25021 qExactive01819.1196.1196.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1196%22 358.888763427734 5.3488985 2 1
25131 qExactive01819.1023.1023.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1023%22 524.873046875 4.645554 0 25
25212 qExactive01819.1229.1229.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1229%22 434.870758056641 5.4799149 0 378
25217 qExactive01819.1490.1490.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1490%22 353.901031494141 6.5137602 0 131
25218 qExactive01819.1490.1490.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1490%22 353.901031494141 6.5137602 1 14
25367 qExactive01819.1959.1959.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1959%22 430.888153076172 8.7197732 0 893
25368 qExactive01819.1959.1959.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1959%22 430.888153076172 8.7197732 1 42
25369 qExactive01819.1959.1959.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1959%22 430.888153076172 8.7197732 2 2
25652 qExactive01819.696.696.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D696%22 668.177368164063 3.2801219 1 3
25713 qExactive01819.999.999.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D999%22 311.94482421875 4.5422271 0 255
25714 qExactive01819.999.999.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D999%22 311.94482421875 4.5422271 1 16
25767 qExactive01819.157.157.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D157%22 432.885345458984 0.7690188 0 688
25768 qExactive01819.108.108.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D108%22 354.885162353516 0.52901965 0 330
25769 qExactive01819.108.108.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D108%22 354.885162353516 0.52901965 1 4
25855 qExactive01819.1428.1428.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1428%22 311.944763183594 6.2729125 0 252
25856 qExactive01819.1428.1428.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1428%22 311.944763183594 6.2729125 1 16
26413 qExactive01819.980.980.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D980%22 446.928894042969 4.4683247 0 469
26414 qExactive01819.980.980.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D980%22 446.928894042969 4.4683247 1 36
26415 qExactive01819.980.980.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D980%22 446.928894042969 4.4683247 2 3
26416 qExactive01819.980.980.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D980%22 446.928894042969 4.4683247 4 1
26772 qExactive01819.1893.1893.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1893%22 432.885223388672 8.3929434 0 652
26773 qExactive01819.1893.1893.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1893%22 432.885223388672 8.3929434 1 14
26809 qExactive01819.640.640.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D640%22 354.885131835938 3.03229 0 330
26810 qExactive01819.640.640.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D640%22 354.885131835938 3.03229 1 4
26998 qExactive01819.1526.1526.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1526%22 356.893096923828 6.6545877 0 155
26999 qExactive01819.1526.1526.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1526%22 356.893096923828 6.6545877 1 42
27000 qExactive01819.1526.1526.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1526%22 356.893096923828 6.6545877 2 6
27001 qExactive01819.1526.1526.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1526%22 356.893096923828 6.6545877 3 1
27002 qExactive01819.1395.1395.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1395%22 444.825866699219 6.1406319 1 1
27125 qExactive01819.1993.1993.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1993%22 432.885192871094 8.8860428 0 666
27144 qExactive01819.1694.1694.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1694%22 358.888671875 7.3356903 0 286
27145 qExactive01819.1694.1694.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1694%22 358.888671875 7.3356903 1 23
27146 qExactive01819.1694.1694.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1694%22 358.888671875 7.3356903 2 1
27292 qExactive01819.1691.1691.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1691%22 448.906005859375 7.3232664 0 864
27293 qExactive01819.1691.1691.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1691%22 448.906005859375 7.3232664 1 76
27294 qExactive01819.1691.1691.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1691%22 448.906005859375 7.3232664 2 7
27403 qExactive01819.539.539.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D539%22 428.891296386719 2.5675406 0 777
27404 qExactive01819.539.539.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D539%22 428.891296386719 2.5675406 1 11
27592 qExactive01819.1425.1425.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1425%22 432.874542236328 6.2612677 0 530
27606 qExactive01819.1492.1492.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1492%22 607.209899902344 6.523136 0 5
27607 qExactive01819.1492.1492.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1492%22 607.209899902344 6.523136 2 1
27608 qExactive01819.1492.1492.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1492%22 607.209899902344 6.523136 6 1
27924 qExactive01819.1624.1624.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1624%22 366.988525390625 7.0417603 0 23
27925 qExactive01819.1624.1624.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1624%22 366.988525390625 7.0417603 1 5
28141 qExactive01819.601.601.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D601%22 432.885406494141 2.8511569 0 669
28464 qExactive01819.1593.1593.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1593%22 425.943511962891 6.9196494 0 272
28465 qExactive01819.1593.1593.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1593%22 425.943511962891 6.9196494 1 2
28701 qExactive01819.553.553.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D553%22 432.885223388672 2.6240797 0 666
28714 qExactive01819.1126.1126.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1126%22 386.854400634766 5.0645447 0 378
28715 qExactive01819.1126.1126.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1126%22 386.854400634766 5.0645447 1 52
28716 qExactive01819.1126.1126.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1126%22 386.854400634766 5.0645447 2 2
28817 qExactive01819.504.504.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D504%22 354.885498046875 2.4030206 0 250
28818 qExactive01819.504.504.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D504%22 354.885498046875 2.4030206 1 4
28908 qExactive01819.2282.2282.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2282%22 430.88818359375 10.399527 0 865
28909 qExactive01819.2282.2282.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2282%22 430.88818359375 10.399527 1 69
28910 qExactive01819.2282.2282.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2282%22 430.88818359375 10.399527 2 3
28922 qExactive01819.2015.2015.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2015%22 434.882354736328 9.0036582 0 634
29140 qExactive01819.17.17.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D17%22 444.950378417969 0.071028184 0 229
29141 qExactive01819.17.17.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D17%22 444.950378417969 0.071028184 1 74
29142 qExactive01819.17.17.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D17%22 444.950378417969 0.071028184 2 12
29143 qExactive01819.17.17.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D17%22 444.950378417969 0.071028184 3 1
29281 qExactive01819.2841.2841.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2841%22 430.88818359375 13.364204 0 921
29282 qExactive01819.2841.2841.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2841%22 430.88818359375 13.364204 1 15
29283 qExactive01819.2841.2841.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2841%22 430.88818359375 13.364204 2 1
29304 qExactive01819.1651.1651.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1651%22 356.893249511719 7.1548135 0 165
29305 qExactive01819.1651.1651.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1651%22 356.893249511719 7.1548135 1 35
29306 qExactive01819.1651.1651.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1651%22 356.893249511719 7.1548135 2 3
29307 qExactive01819.1651.1651.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1651%22 356.893249511719 7.1548135 3 1
29420 qExactive01819.1261.1261.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1261%22 425.943359375 5.6097878 0 264
29421 qExactive01819.1261.1261.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1261%22 425.943359375 5.6097878 1 14
29422 qExactive01819.1261.1261.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1261%22 425.943359375 5.6097878 2 1
29471 qExactive01819.2550.2550.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2550%22 432.88525390625 11.733704 0 648
29861 qExactive01819.1058.1058.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1058%22 435.869812011719 4.7866091 0 399
30239 qExactive01819.139.139.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D139%22 428.891357421875 0.68765683 0 771
30240 qExactive01819.139.139.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D139%22 428.891357421875 0.68765683 1 11
30264 qExactive01819.1554.1554.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1554%22 607.209716796875 6.7692325 0 5
30265 qExactive01819.1554.1554.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1554%22 607.209716796875 6.7692325 2 1
30266 qExactive01819.1554.1554.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1554%22 607.209716796875 6.7692325 6 1
30327 qExactive01819.943.943.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D943%22 462.836181640625 4.3166418 0 2
30659 qExactive01819.1251.1251.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1251%22 373.894500732422 5.5670038 0 370
30701 qExactive01819.964.964.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D964%22 432.874755859375 4.4010824 0 527
30773 qExactive01819.344.344.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D344%22 432.885345458984 1.6713159 0 688
30877 qExactive01819.860.860.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D860%22 430.887878417969 3.9744921 0 907
30878 qExactive01819.860.860.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D860%22 430.887878417969 3.9744921 1 11
31053 qExactive01819.1556.1556.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1556%22 423.964294433594 6.7786129 0 856
31054 qExactive01819.1163.1163.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1163%22 391.284088134766 5.2133952 0 5
31144 qExactive01819.484.484.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D484%22 407.932708740234 2.3207231 0 205
31145 qExactive01819.484.484.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D484%22 407.932708740234 2.3207231 1 16
31146 qExactive01819.484.484.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D484%22 407.932708740234 2.3207231 2 2
31324 qExactive01819.81.81.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D81%22 311.944702148438 0.40306123 0 268
31560 qExactive01819.738.738.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D738%22 354.88525390625 3.4591886 0 332
31561 qExactive01819.738.738.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D738%22 354.88525390625 3.4591886 1 2
31615 qExactive01819.1151.1151.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1151%22 354.88525390625 5.1660576 0 333
31616 qExactive01819.1151.1151.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1151%22 354.88525390625 5.1660576 1 1
31845 qExactive01819.1727.1727.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1727%22 450.885192871094 7.4830824 0 621
31980 qExactive01819.1297.1297.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1297%22 431.891265869141 5.7550903 0 977
31981 qExactive01819.1297.1297.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1297%22 431.891265869141 5.7550903 1 1
32135 qExactive01819.912.912.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D912%22 430.888031005859 4.1942283 0 930
32136 qExactive01819.912.912.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D912%22 430.888031005859 4.1942283 1 11
32185 qExactive01819.1856.1856.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1856%22 428.891235351563 8.2032256 0 777
32186 qExactive01819.1856.1856.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1856%22 428.891235351563 8.2032256 1 11
32206 qExactive01819.803.803.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D803%22 607.209899902344 3.7358096 0 5
32207 qExactive01819.803.803.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D803%22 607.209899902344 3.7358096 2 1
32208 qExactive01819.803.803.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D803%22 607.209899902344 3.7358096 6 1
32274 qExactive01819.1199.1199.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1199%22 428.891387939453 5.3601956 0 771
32275 qExactive01819.1199.1199.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1199%22 428.891387939453 5.3601956 1 11
32316 qExactive01819.1397.1397.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1397%22 533.191162109375 6.1509329 0 4
